10000 78408
4870 4970 3.123634
4870 4771 3.320722
4870 4871 3.255666
4870 4971 3.189351
4871 4771 3.385658
4871 4770 3.317709
4871 4771 3.385658
4871 4970 3.192485
4871 4971 3.256743
4871 4772 3.455750
4871 4872 3.390156
4871 4972 3.323421
4872 4772 3.521594
4872 4771 3.452855
4872 4772 3.521594
4872 4971 3.326428
4872 4972 3.391716
4872 4773 3.592408
4872 4873 3.526400
4872 4973 3.459339
4873 4773 3.659127
4873 4772 3.589623
4873 4773 3.659127
4873 4972 3.462229
4873 4973 3.528507
4873 4774 3.730648
4873 4874 3.664348
4873 4974 3.597051
4874 4774 3.798176
4874 4773 3.727966
4874 4774 3.798176
4874 4973 3.599830
4874 4974 3.667022
4874 4775 3.870267
4874 4875 3.803780
4874 4975 3.736322
4875 4775 3.938487
4875 4774 3.867682
4875 4775 3.938487
4875 4974 3.738997
4875 4975 3.806970
4875 4776 4.011032
4875 4876 3.944443
4875 4976 3.876885
4876 4776 4.079814
4876 4775 4.008538
4876 4776 4.079814
4876 4975 3.879464
4876 4976 3.948069
4876 4777 4.152649
4876 4877 4.086020
4876 4977 4.018405
4877 4777 4.221828
4877 4776 4.150240
4877 4777 4.221828
4877 4976 4.020893
4877 4977 4.089941
4877 4778 4.294792
4877 4878 4.228157
4877 4978 4.160512
4878 4778 4.364202
4878 4777 4.292462
4878 4778 4.364202
4878 4977 4.162915
4878 4978 4.232220
4878 4779 4.437142
4878 4879 4.370515
4878 4979 4.302850
4879 4779 4.506642
4879 4778 4.434888
4879 4779 4.506642
4879 4978 4.305173
4879 4979 4.374578
4879 4780 4.579412
4879 4880 4.512786
4879 4980 4.445099
4880 4780 4.648877
4880 4779 4.577227
4880 4780 4.648877
4880 4979 4.447348
4880 4980 4.516715
4880 4781 4.721407
4880 4881 4.654766
4880 4981 4.587047
4881 4781 4.790718
4881 4780 4.719288
4881 4781 4.790718
4881 4980 4.589227
4881 4981 4.658426
4881 4782 4.862929
4881 4882 4.796247
4881 4982 4.728479
4882 4782 4.932047
4882 4781 4.860873
4882 4782 4.932047
4882 4981 4.730593
4882 4982 4.799582
4882 4783 5.003925
4882 4883 4.937171
4882 4983 4.869337
4883 4783 5.072815
4883 4782 5.001926
4883 4783 5.072815
4883 4982 4.871390
4883 4983 4.940132
4883 4784 5.144377
4883 4884 5.077522
4883 4984 5.009604
4884 4784 5.213025
4884 4783 5.142432
4884 4784 5.213025
4884 4983 5.011600
4884 4984 5.080081
4884 4785 5.284292
4884 4885 5.217310
4884 4985 5.149292
4885 4785 5.352744
4885 4784 5.282399
4885 4785 5.352744
4885 4984 5.151234
4885 4985 5.219502
4885 4786 5.423780
4885 4886 5.356650
4885 4986 5.288520
4886 4786 5.492067
4886 4785 5.421936
4886 4786 5.492067
4886 4985 5.290411
4886 4986 5.358502
4886 4787 5.562934
4886 4887 5.495639
4886 4987 5.427388
4887 4787 5.631125
4887 4786 5.561136
4887 4787 5.631125
4887 4986 5.429230
4887 4987 5.497220
4887 4788 5.701889
4887 4888 5.634421
4887 4988 5.566044
4888 4788 5.770047
4888 4787 5.700135
4888 4788 5.770047
4888 4987 5.567841
4888 4988 5.635796
4888 4789 5.840793
4888 4889 5.773150
4888 4989 5.704649
4889 4789 5.908995
4889 4788 5.839080
4889 4789 5.908995
4889 4988 5.706402
4889 4989 5.774407
4889 4790 5.979793
4889 4890 5.911983
4889 4990 5.843364
4890 4790 6.048094
4890 4789 5.978120
4890 4790 6.048094
4890 4989 5.845075
4890 4990 5.913189
4890 4791 6.119005
4890 4891 6.051042
4890 4991 5.982314
4891 4791 6.187482
4891 4790 6.117371
4891 4791 6.187482
4891 4990 5.983985
4891 4991 6.052295
4891 4792 6.258548
4891 4892 6.190452
4891 4992 6.121630
4892 4792 6.327237
4892 4791 6.256949
4892 4792 6.327237
4892 4991 6.123263
4892 4992 6.191806
4892 4793 6.398490
4892 4893 6.330287
4892 4993 6.261387
4893 4793 6.467414
4893 4792 6.396927
4893 4793 6.467414
4893 4992 6.262984
4893 4993 6.331785
4893 4794 6.538858
4893 4894 6.470574
4893 4994 6.401614
4894 4794 6.608008
4894 4793 6.537329
4894 4794 6.608008
4894 4993 6.403176
4894 4994 6.472225
4894 4795 6.679629
4894 4895 6.611289
4894 4995 6.542285
4895 4795 6.749000
4895 4794 6.678132
4895 4795 6.749000
4895 4994 6.543814
4895 4995 6.613105
4895 4796 6.820769
4895 4896 6.752396
4895 4996 6.683363
4896 4796 6.890322
4896 4795 6.819303
4896 4796 6.890322
4896 4995 6.684859
4896 4996 6.754351
4896 4797 6.962187
4896 4897 6.893797
4896 4997 6.824747
4897 4797 7.031888
4897 4796 6.960750
4897 4797 7.031888
4897 4996 6.826212
4897 4997 6.895866
4897 4798 7.103808
4897 4898 7.035415
4897 4998 6.966353
4898 4798 7.173607
4898 4797 7.102400
4898 4798 7.173607
4898 4997 6.967789
4898 4998 7.037549
4898 4799 7.245517
4898 4899 7.177125
4898 4999 7.108057
4899 4799 7.315357
4899 4798 7.244137
4899 4799 7.315357
4899 4998 7.109463
4899 4999 7.179267
4900 4800 6.897962
4900 4801 6.828211
4900 4901 6.899177
4900 5000 7.040328
4900 5001 6.969120
4901 4801 6.756264
4901 4800 6.826746
4901 4801 6.756264
4901 5000 6.970555
4901 5001 6.898631
4901 4802 6.686560
4901 4902 6.757509
4901 5002 6.827439
4902 4802 6.614603
4902 4801 6.685064
4902 4802 6.614603
4902 5001 6.828904
4902 5002 6.756970
4902 4803 6.545011
4902 4903 6.615943
4902 5003 6.685859
4903 4803 6.473118
4903 4802 6.543483
4903 4803 6.473118
4903 5002 6.687354
4903 5003 6.615487
4903 4804 6.403697
4903 4904 6.474616
4903 5004 6.544513
4904 4804 6.331916
4904 4803 6.402136
4904 4804 6.331916
4904 5003 6.546041
4904 5004 6.474286
4904 4805 6.262707
4904 4905 6.333614
4904 5005 6.403489
4905 4805 6.191098
4905 4804 6.261110
4905 4805 6.191098
4905 5004 6.405050
4905 5005 6.333468
4905 4806 6.122146
4905 4906 6.193046
4905 5006 6.262892
4906 4806 6.050744
4906 4805 6.120512
4906 4806 6.050744
4906 5005 6.264489
4906 5006 6.193115
4906 4807 5.982054
4906 4907 6.052952
4906 5007 6.122763
4907 4807 5.910877
4907 4806 5.980382
4907 4807 5.910877
4907 5006 6.124396
4907 5007 6.053247
4907 4808 5.842461
4907 4908 5.913360
4907 5008 5.983128
4908 4808 5.771505
4908 4807 5.840749
4908 4808 5.771505
4908 5007 5.984799
4908 5008 5.913872
4908 4809 5.703340
4908 4909 5.774243
4908 5009 5.843961
4909 4809 5.632567
4909 4808 5.701586
4909 4809 5.632567
4909 5008 5.845672
4909 5009 5.774927
4909 4810 5.564611
4909 4910 5.635520
4909 5010 5.705180
4910 4810 5.493977
4910 4809 5.562814
4910 4810 5.493977
4910 5009 5.706933
4910 5010 5.636325
4910 4811 5.426142
4910 4911 5.497055
4910 5011 5.566652
4911 4811 5.355577
4911 4810 5.424299
4911 4811 5.355577
4911 5010 5.568448
4911 5011 5.497908
4911 4812 5.287802
4911 4912 5.358716
4911 5012 5.428245
4912 4812 5.217224
4912 4811 5.285911
4912 4812 5.217224
4912 5011 5.430086
4912 5012 5.359533
4912 4813 5.149421
4912 4913 5.220332
4912 5013 5.289789
4913 4813 5.078734
4913 4812 5.147479
4913 4813 5.078734
4913 5012 5.291679
4913 5013 5.221017
4913 4814 5.010832
4913 4914 5.081735
4913 5014 5.151119
4914 4814 4.939960
4914 4813 5.008836
4914 4814 4.939960
4914 5013 5.153060
4914 5014 5.082214
4914 4815 4.871880
4914 4915 4.942767
4914 5015 5.012080
4915 4815 4.800752
4915 4814 4.869827
4915 4815 4.800752
4915 5014 5.014075
4915 5015 4.942974
4915 4816 4.732456
4915 4916 4.803321
4915 5016 4.872565
4916 4816 4.660998
4916 4815 4.730342
4916 4816 4.660998
4916 5015 4.874617
4916 5016 4.803189
4916 4817 4.592433
4916 4917 4.663268
4916 5017 4.732449
4917 4817 4.520618
4917 4816 4.590255
4917 4817 4.520618
4917 5016 4.734561
4917 5017 4.662781
4917 4818 4.451799
4917 4918 4.522597
4917 5018 4.591719
4918 4818 4.379604
4918 4817 4.449552
4918 4818 4.379604
4918 5017 4.593896
4918 5018 4.521740
4918 4819 4.310568
4918 4919 4.381323
4918 5019 4.450392
4919 4819 4.238008
4919 4818 4.308248
4919 4819 4.238008
4919 5018 4.452639
4919 5019 4.380123
4919 4820 4.168801
4919 4920 4.239505
4919 5020 4.308527
4920 4820 4.095965
4920 4819 4.166402
4920 4820 4.095965
4920 5019 4.310847
4920 5020 4.238060
4920 4821 4.026726
4920 4921 4.097373
4920 5021 4.166349
4921 4821 3.953693
4921 4820 4.024241
4921 4821 3.953693
4921 5020 4.168748
4921 5021 4.095770
4921 4822 3.884567
4921 4922 3.955152
4921 5022 4.024081
4922 4822 3.811512
4922 4821 3.881992
4922 4822 3.811512
4922 5021 4.026566
4922 5022 3.953568
4922 4823 3.742671
4922 4923 3.813190
4922 5023 3.882064
4923 4823 3.669775
4923 4822 3.739998
4923 4823 3.669775
4923 5022 3.884639
4923 5023 3.811802
4923 4824 3.601422
4923 4924 3.671874
4923 5024 3.740676
4924 4824 3.528884
4924 4823 3.598644
4924 4824 3.528884
4924 5023 3.743348
4924 5024 3.670866
4924 4825 3.461228
4924 4925 3.531609
4924 5025 3.600314
4925 4825 3.389256
4925 4824 3.458338
4925 4825 3.389256
4925 5024 3.603091
4925 5025 3.531167
4925 4826 3.322465
4925 4926 3.392772
4925 5026 3.461344
4926 4826 3.251210
4926 4825 3.319454
4926 4826 3.251210
4926 5025 3.464232
4926 5026 3.393013
4926 4827 3.185440
4926 4927 3.255666
4926 5027 3.324058
4927 4827 3.115082
4927 4826 3.182299
4927 4827 3.115082
4927 5026 3.327065
4927 5027 3.256722
4927 4828 3.050430
4927 4928 3.120561
4927 5028 3.188715
4928 4828 2.981003
4928 4827 3.047150
4928 4828 2.981003
4928 5027 3.191849
4928 5028 3.122407
4928 4829 2.917527
4928 4929 2.987538
4928 5029 3.055386
4929 4829 2.849050
4929 4828 2.914097
4929 4829 2.849050
4929 5028 3.058657
4929 5029 2.990127
4929 4830 2.786635
4929 4930 2.856488
4929 5030 2.923957
4930 4830 2.719011
4930 4829 2.783044
4930 4830 2.719011
4930 5029 2.927375
4930 5030 2.859652
4930 4831 2.657537
4930 4931 2.727182
4930 5031 2.794194
4931 4831 2.590579
4931 4830 2.653771
4931 4831 2.590579
4931 5030 2.797771
4931 5031 2.730665
4931 4832 2.529731
4931 4932 2.599108
4931 5032 2.665589
4932 4832 2.463194
4932 4831 2.525775
4932 4832 2.463194
4932 5031 2.669338
4932 5032 2.602600
4932 4833 2.402736
4932 4933 2.471774
4932 5033 2.537650
4933 4833 2.336311
4933 4832 2.398570
4933 4833 2.336311
4933 5032 2.541588
4933 5033 2.474912
4933 4834 2.275889
4933 4934 2.344513
4933 5034 2.409719
4934 4834 2.209207
4934 4833 2.271490
4934 4834 2.209207
4934 5033 2.413865
4934 5034 2.346890
4934 4835 2.148529
4934 4935 2.216661
4934 5035 2.281137
4935 4835 2.081253
4935 4834 2.143870
4935 4835 2.081253
4935 5034 2.285517
4935 5035 2.217912
4935 4836 2.020015
4935 4936 2.087571
4935 5036 2.151268
4936 4836 1.951744
4936 4835 2.015058
4936 4836 1.951744
4936 5035 2.155911
4936 5036 2.087289
4936 4837 1.889602
4936 4937 1.956500
4936 5037 2.019379
4937 4837 1.819741
4937 4836 1.884303
4937 4837 1.819741
4937 5036 2.024325
4937 5037 1.954116
4937 4838 1.756225
4937 4938 1.822385
4937 5038 1.884433
4938 4838 1.684183
4938 4837 1.750522
4938 4838 1.684183
4938 5037 1.889732
4938 5038 1.817378
4938 4839 1.618787
4938 4939 1.684136
4938 5039 1.745369
4939 4839 1.543664
4939 4838 1.612597
4939 4839 1.543664
4939 5038 1.751089
4939 5039 1.675753
4939 4840 1.475862
4939 4940 1.540341
4939 5040 1.600828
4940 4840 1.396826
4940 4839 1.469071
4940 4840 1.396826
4940 5039 1.607063
4940 5040 1.527991
4940 4841 1.326173
4940 4941 1.389733
4940 5041 1.449606
4941 4841 1.242512
4941 4840 1.318611
4941 4841 1.242512
4941 5040 1.456488
4941 5041 1.373075
4941 4842 1.168978
4941 4942 1.231568
4941 5042 1.291030
4942 4842 1.080420
4942 4841 1.160392
4942 4842 1.080420
4942 5041 1.298753
4942 5042 1.210854
4942 4843 1.004670
4942 4943 1.066190
4942 5043 1.125504
4943 4843 0.911537
4943 4842 0.994666
4943 4843 0.911537
4943 5042 1.134355
4943 5043 1.042441
4943 4844 0.835060
4943 4944 0.895262
4943 5044 0.954722
4944 4844 0.738329
4944 4843 0.822998
4944 4844 0.738329
4944 5043 0.965139
4944 5044 0.870364
4944 4845 0.663789
4944 4945 0.722050
4944 5045 0.781892
4945 4845 0.564764
4945 4844 0.648549
4945 4845 0.564764
4945 5044 0.794579
4945 5045 0.698496
4945 4846 0.495994
4945 4946 0.550782
4945 5046 0.611033
4946 4846 0.395770
4946 4845 0.475405
4946 4846 0.395770
4946 5045 0.627185
4946 5046 0.531312
4946 4847 0.338909
4946 4947 0.386205
4946 5047 0.446267
4947 4847 0.236953
4947 4846 0.307993
4947 4847 0.236953
4947 5046 0.468139
4947 5047 0.372835
4947 4848 0.205633
4947 4948 0.232668
4947 5048 0.290059
4948 4848 0.101320
4948 4847 0.149281
4948 4848 0.101320
4948 5047 0.322699
4948 5048 0.226000
4948 4849 0.141421
4948 4949 0.101352
4948 5049 0.142381
4949 4849 0.101352
4949 4848 0.000000
4949 4849 0.101352
4949 5048 0.200679
4949 5049 0.100000
4949 4850 0.200679
4949 4950 0.100000
4949 5050 0.000000
4950 4850 0.224215
4950 4849 0.142381
4950 4850 0.224215
4950 5049 0.141421
4950 5050 0.100000
4950 4851 0.316228
4950 4951 0.224215
4950 5051 0.142381
4951 4851 0.360923
4951 4850 0.282843
4951 4851 0.360923
4951 5050 0.200679
4951 5051 0.226000
4951 4852 0.449761
4951 4952 0.366244
4951 5052 0.290059
4952 4852 0.506109
4952 4851 0.426948
4952 4852 0.506109
4952 5051 0.322699
4952 5052 0.372835
4952 4853 0.595701
4952 4953 0.518801
4952 5053 0.446267
4953 4853 0.660783
4953 4852 0.578671
4953 4853 0.660783
4953 5052 0.468139
4953 5053 0.531312
4953 4854 0.752337
4953 4954 0.680706
4953 5054 0.611033
4954 4854 0.823990
4954 4853 0.738925
4954 4854 0.823990
4954 5053 0.627185
4954 5054 0.698496
4954 4855 0.916851
4954 4955 0.849327
4954 5055 0.781892
4955 4855 0.992537
4955 4854 0.905878
4955 4855 0.992537
4955 5054 0.794579
4955 5055 0.870364
4955 4856 1.085046
4955 4956 1.020536
4955 5056 0.954722
4956 4856 1.162282
4956 4855 1.075791
4956 4856 1.162282
4956 5055 0.965139
4956 5056 1.042441
4956 4857 1.252741
4956 4957 1.190277
4956 5057 1.125504
4957 4857 1.329401
4957 4856 1.244733
4957 4857 1.329401
4957 5056 1.134355
4957 5057 1.210854
4957 4858 1.416513
4957 4958 1.355271
4957 5058 1.291030
4958 4858 1.491253
4958 4857 1.409436
4958 4858 1.491253
4958 5057 1.298753
4958 5058 1.373075
4958 4859 1.574400
4958 4959 1.513723
4958 5059 1.449606
4959 4859 1.646549
4959 4858 1.568035
4959 4859 1.646549
4959 5058 1.456488
4959 5059 1.527991
4959 4860 1.725737
4959 4960 1.665128
4959 5060 1.600828
4960 4860 1.795243
4960 4859 1.719933
4960 4860 1.795243
4960 5059 1.607063
4960 5060 1.675753
4960 4861 1.870954
4960 4961 1.810059
4960 5061 1.745369
4961 4861 1.938162
4961 4860 1.865602
4961 4861 1.938162
4961 5060 1.751089
4961 5061 1.817378
4961 4862 2.011051
4961 4962 1.949638
4961 5062 1.884433
4962 4862 2.076405
4962 4861 2.006073
4962 4862 2.076405
4962 5061 1.889732
4962 5062 1.954116
4962 4863 2.147230
4962 4963 2.085160
4962 5063 2.019379
4963 4863 2.211177
4963 4862 2.142568
4963 4863 2.211177
4963 5062 2.024325
4963 5063 2.087289
4963 4864 2.280452
4963 4964 2.217646
4963 5064 2.151268
4964 4864 2.343420
4964 4863 2.276062
4964 4864 2.343420
4964 5063 2.155911
4964 5064 2.217912
4964 4865 2.411675
4964 4965 2.348103
4964 5065 2.281137
4965 4865 2.473984
4965 4864 2.407525
4965 4865 2.473984
4965 5064 2.285517
4965 5065 2.346890
4965 4866 2.541588
4965 4966 2.477245
4965 5066 2.409719
4966 4866 2.603526
4966 4865 2.537650
4966 4866 2.603526
4966 5065 2.413865
4966 5066 2.474912
4966 4867 2.670794
4966 4967 2.605699
4966 5067 2.537650
4967 4867 2.732641
4967 4866 2.667047
4967 4867 2.732641
4967 5066 2.541588
4967 5067 2.602600
4967 4868 2.799918
4967 4968 2.734111
4967 5068 2.665589
4968 4868 2.862010
4968 4867 2.796344
4968 4868 2.862010
4968 5067 2.669338
4968 5068 2.730665
4968 4869 2.929590
4968 4969 2.863132
4968 5069 2.794194
4969 4869 2.992160
4969 4868 2.926175
4969 4869 2.992160
4969 5068 2.797771
4969 5069 2.859652
4969 4870 3.060283
4969 4970 2.993247
4969 5070 2.923957
4970 4870 3.123634
4970 4869 3.057014
4970 4870 3.123634
4970 5069 2.927375
4970 5070 2.990127
4970 4871 3.192485
4970 4971 3.124961
4970 5071 3.055386
4971 4871 3.256743
4971 4870 3.189351
4971 4871 3.256743
4971 5070 3.058657
4971 5071 3.122407
4971 4872 3.326428
4971 4972 3.258512
4971 5072 3.188715
4972 4872 3.391716
4972 4871 3.323421
4972 4872 3.391716
4972 5071 3.191849
4972 5072 3.256722
4972 4873 3.462229
4972 4973 3.394019
4972 5073 3.324058
4973 4873 3.528507
4973 4872 3.459339
4973 4873 3.528507
4973 5072 3.327065
4973 5073 3.393013
4973 4874 3.599830
4973 4974 3.531417
4973 5074 3.461344
4974 4874 3.667022
4974 4873 3.597051
4974 4874 3.667022
4974 5073 3.464232
4974 5074 3.531167
4974 4875 3.738997
4974 4975 3.670458
4974 5075 3.600314
4975 4875 3.806970
4975 4874 3.736322
4975 4875 3.806970
4975 5074 3.603091
4975 5075 3.670866
4975 4876 3.879464
4975 4976 3.810860
4975 5076 3.740676
4976 4876 3.948069
4976 4875 3.876885
4976 4876 3.948069
4976 5075 3.743348
4976 5076 3.811802
4976 4877 4.020893
4976 4977 3.952268
4976 5077 3.882064
4977 4877 4.089941
4977 4876 4.018405
4977 4877 4.089941
4977 5076 3.884639
4977 5077 3.953568
4977 4878 4.162915
4977 4978 4.094292
4977 5078 4.024081
4978 4878 4.232220
4978 4877 4.160512
4978 4878 4.232220
4978 5077 4.026566
4978 5078 4.095770
4978 4879 4.305173
4978 4979 4.236563
4978 5079 4.166349
4979 4879 4.374578
4979 4878 4.302850
4979 4879 4.374578
4979 5078 4.168748
4979 5079 4.238060
4979 4880 4.447348
4979 4980 4.378744
4979 5080 4.308527
4980 4880 4.516715
4980 4879 4.445099
4980 4880 4.516715
4980 5079 4.310847
4980 5080 4.380123
4980 4881 4.589227
4980 4981 4.520618
4980 5081 4.450392
4981 4881 4.658426
4981 4880 4.587047
4981 4881 4.658426
4981 5080 4.452639
4981 5081 4.521740
4981 4882 4.730593
4981 4982 4.661962
4981 5082 4.591719
4982 4882 4.799582
4982 4881 4.728479
4982 4882 4.799582
4982 5081 4.593896
4982 5082 4.662781
4982 4883 4.871390
4982 4983 4.802715
4982 5083 4.732449
4983 4883 4.940132
4983 4882 4.869337
4983 4883 4.940132
4983 5082 4.734561
4983 5083 4.803189
4983 4884 5.011600
4983 4984 4.942863
4983 5084 4.872565
4984 4884 5.080081
4984 4883 5.009604
4984 4884 5.080081
4984 5083 4.874617
4984 5084 4.942974
4984 4885 5.151234
4984 4985 5.082415
4984 5085 5.012080
4985 4885 5.219502
4985 4884 5.149292
4985 4885 5.219502
4985 5084 5.014075
4985 5085 5.082214
4985 4886 5.290411
4985 4986 5.221497
4985 5086 5.151119
4986 4886 5.358502
4986 4885 5.288520
4986 4886 5.358502
4986 5085 5.153060
4986 5086 5.221017
4986 4887 5.429230
4986 4987 5.360211
4986 5087 5.289789
4987 4887 5.497220
4987 4886 5.427388
4987 4887 5.497220
4987 5086 5.291679
4987 5087 5.359533
4987 4888 5.567841
4987 4988 5.498713
4987 5088 5.428245
4988 4888 5.635796
4988 4887 5.566044
4988 4888 5.635796
4988 5087 5.430086
4988 5088 5.497908
4988 4889 5.706402
4988 4989 5.637164
4988 5089 5.566652
4989 4889 5.774407
4989 4888 5.704649
4989 4889 5.774407
4989 5088 5.568448
4989 5089 5.636325
4989 4890 5.845075
4989 4990 5.775732
4989 5090 5.705180
4990 4890 5.913189
4990 4889 5.843364
4990 4890 5.913189
4990 5089 5.706933
4990 5090 5.774927
4990 4891 5.983985
4990 4991 5.914548
4990 5091 5.843961
4991 4891 6.052295
4991 4890 5.982314
4991 4891 6.052295
4991 5090 5.845672
4991 5091 5.913872
4991 4892 6.123263
4991 4992 6.053745
4991 5092 5.983128
4992 4892 6.191806
4992 4891 6.121630
4992 4892 6.191806
4992 5091 5.984799
4992 5092 6.053247
4992 4893 6.262984
4992 4993 6.193402
4992 5093 6.122763
4993 4893 6.331785
4993 4892 6.261387
4993 4893 6.331785
4993 5092 6.124396
4993 5093 6.193115
4993 4894 6.403176
4993 4994 6.333547
4993 5094 6.262892
4994 4894 6.472225
4994 4893 6.401614
4994 4894 6.472225
4994 5093 6.264489
4994 5094 6.333468
4994 4895 6.543814
4994 4995 6.474154
4994 5095 6.403489
4995 4895 6.613105
4995 4894 6.542285
4995 4895 6.613105
4995 5094 6.405050
4995 5095 6.474286
4995 4896 6.684859
4995 4996 6.615183
4995 5096 6.544513
4996 4896 6.754351
4996 4895 6.683363
4996 4896 6.754351
4996 5095 6.546041
4996 5096 6.615487
4996 4897 6.826212
4996 4997 6.756531
4996 5097 6.685859
4997 4897 6.895866
4997 4896 6.824747
4997 4897 6.895866
4997 5096 6.687354
4997 5097 6.756970
4997 4898 6.967789
4997 4998 6.898110
4997 5098 6.827439
4998 4898 7.037549
4998 4897 6.966353
4998 4898 7.037549
4998 5097 6.828904
4998 5098 6.898631
4998 4899 7.109463
4998 4999 7.039790
4998 5099 6.969120
4999 4899 7.179267
4999 4898 7.108057
4999 4899 7.179267
4999 5098 6.970555
4999 5099 7.040328
5000 4900 7.040328
5000 4901 6.970555
5000 5001 7.039790
5000 5100 7.179267
5000 5101 7.108057
5001 4901 6.898631
5001 4900 6.969120
5001 4901 6.898631
5001 5100 7.109463
5001 5101 7.037549
5001 4902 6.828904
5001 5002 6.898110
5001 5102 6.966353
5002 4902 6.756970
5002 4901 6.827439
5002 4902 6.756970
5002 5101 6.967789
5002 5102 6.895866
5002 4903 6.687354
5002 5003 6.756531
5002 5103 6.824747
5003 4903 6.615487
5003 4902 6.685859
5003 4903 6.615487
5003 5102 6.826212
5003 5103 6.754351
5003 4904 6.546041
5003 5004 6.615183
5003 5104 6.683363
5004 4904 6.474286
5004 4903 6.544513
5004 4904 6.474286
5004 5103 6.684859
5004 5104 6.613105
5004 4905 6.405050
5004 5005 6.474154
5004 5105 6.542285
5005 4905 6.333468
5005 4904 6.403489
5005 4905 6.333468
5005 5104 6.543814
5005 5105 6.472225
5005 4906 6.264489
5005 5006 6.333547
5005 5106 6.401614
5006 4906 6.193115
5006 4905 6.262892
5006 4906 6.193115
5006 5105 6.403176
5006 5106 6.331785
5006 4907 6.124396
5006 5007 6.193402
5006 5107 6.261387
5007 4907 6.053247
5007 4906 6.122763
5007 4907 6.053247
5007 5106 6.262984
5007 5107 6.191806
5007 4908 5.984799
5007 5008 6.053745
5007 5108 6.121630
5008 4908 5.913872
5008 4907 5.983128
5008 4908 5.913872
5008 5107 6.123263
5008 5108 6.052295
5008 4909 5.845672
5008 5009 5.914548
5008 5109 5.982314
5009 4909 5.774927
5009 4908 5.843961
5009 4909 5.774927
5009 5108 5.983985
5009 5109 5.913189
5009 4910 5.706933
5009 5010 5.775732
5009 5110 5.843364
5010 4910 5.636325
5010 4909 5.705180
5010 4910 5.636325
5010 5109 5.845075
5010 5110 5.774407
5010 4911 5.568448
5010 5011 5.637164
5010 5111 5.704649
5011 4911 5.497908
5011 4910 5.566652
5011 4911 5.497908
5011 5110 5.706402
5011 5111 5.635796
5011 4912 5.430086
5011 5012 5.498713
5011 5112 5.566044
5012 4912 5.359533
5012 4911 5.428245
5012 4912 5.359533
5012 5111 5.567841
5012 5112 5.497220
5012 4913 5.291679
5012 5013 5.360211
5012 5113 5.427388
5013 4913 5.221017
5013 4912 5.289789
5013 4913 5.221017
5013 5112 5.429230
5013 5113 5.358502
5013 4914 5.153060
5013 5014 5.221497
5013 5114 5.288520
5014 4914 5.082214
5014 4913 5.151119
5014 4914 5.082214
5014 5113 5.290411
5014 5114 5.219502
5014 4915 5.014075
5014 5015 5.082415
5014 5115 5.149292
5015 4915 4.942974
5015 4914 5.012080
5015 4915 4.942974
5015 5114 5.151234
5015 5115 5.080081
5015 4916 4.874617
5015 5016 4.942863
5015 5116 5.009604
5016 4916 4.803189
5016 4915 4.872565
5016 4916 4.803189
5016 5115 5.011600
5016 5116 4.940132
5016 4917 4.734561
5016 5017 4.802715
5016 5117 4.869337
5017 4917 4.662781
5017 4916 4.732449
5017 4917 4.662781
5017 5116 4.871390
5017 5117 4.799582
5017 4918 4.593896
5017 5018 4.661962
5017 5118 4.728479
5018 4918 4.521740
5018 4917 4.591719
5018 4918 4.521740
5018 5117 4.730593
5018 5118 4.658426
5018 4919 4.452639
5018 5019 4.520618
5018 5119 4.587047
5019 4919 4.380123
5019 4918 4.450392
5019 4919 4.380123
5019 5118 4.589227
5019 5119 4.516715
5019 4920 4.310847
5019 5020 4.378744
5019 5120 4.445099
5020 4920 4.238060
5020 4919 4.308527
5020 4920 4.238060
5020 5119 4.447348
5020 5120 4.374578
5020 4921 4.168748
5020 5021 4.236563
5020 5121 4.302850
5021 4921 4.095770
5021 4920 4.166349
5021 4921 4.095770
5021 5120 4.305173
5021 5121 4.232220
5021 4922 4.026566
5021 5022 4.094292
5021 5122 4.160512
5022 4922 3.953568
5022 4921 4.024081
5022 4922 3.953568
5022 5121 4.162915
5022 5122 4.089941
5022 4923 3.884639
5022 5023 3.952268
5022 5123 4.018405
5023 4923 3.811802
5023 4922 3.882064
5023 4923 3.811802
5023 5122 4.020893
5023 5123 3.948069
5023 4924 3.743348
5023 5024 3.810860
5023 5124 3.876885
5024 4924 3.670866
5024 4923 3.740676
5024 4924 3.670866
5024 5123 3.879464
5024 5124 3.806970
5024 4925 3.603091
5024 5025 3.670458
5024 5125 3.736322
5025 4925 3.531167
5025 4924 3.600314
5025 4925 3.531167
5025 5124 3.738997
5025 5125 3.667022
5025 4926 3.464232
5025 5026 3.531417
5025 5126 3.597051
5026 4926 3.393013
5026 4925 3.461344
5026 4926 3.393013
5026 5125 3.599830
5026 5126 3.528507
5026 4927 3.327065
5026 5027 3.394019
5026 5127 3.459339
5027 4927 3.256722
5027 4926 3.324058
5027 4927 3.256722
5027 5126 3.462229
5027 5127 3.391716
5027 4928 3.191849
5027 5028 3.258512
5027 5128 3.323421
5028 4928 3.122407
5028 4927 3.188715
5028 4928 3.122407
5028 5127 3.326428
5028 5128 3.256743
5028 4929 3.058657
5028 5029 3.124961
5028 5129 3.189351
5029 4929 2.990127
5029 4928 3.055386
5029 4929 2.990127
5029 5128 3.192485
5029 5129 3.123634
5029 4930 2.927375
5029 5030 2.993247
5029 5130 3.057014
5030 4930 2.859652
5030 4929 2.923957
5030 4930 2.859652
5030 5129 3.060283
5030 5130 2.992160
5030 4931 2.797771
5030 5031 2.863132
5030 5131 2.926175
